"","TCGA.SS.A7HO.01A","TCGA.D5.6930.01A","TCGA.A6.2684.11A","TCGA.CK.5913.01A","TCGA.AA.3548.01A","TCGA.A6.2671.11A","TCGA.AA.3520.11A","TCGA.D5.5541.01A","TCGA.D5.6538.01A","TCGA.A6.A565.01A","TCGA.A6.2683.11A","TCGA.G4.6586.01A","TCGA.A6.2680.11A","TCGA.AA.3527.11A","TCGA.AA.3525.11A","TCGA.A6.2685.11A","TCGA.AG.3600.01A","TCGA.CI.6624.01C","TCGA.AF.2692.11A","TCGA.AF.2689.11A","TCGA.AG.3881.01A","TCGA.AF.2691.11A"
"hsa-miR-4436b-5p",1,0,1,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,1,0,0,0
"hsa-miR-4437",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-4438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4442",0,2,2,0,1,0,3,0,3,0,0,1,0,2,0,2,1,0,1,0,1,1
"hsa-miR-4443",0,4,1,0,0,0,1,0,2,0,1,1,3,1,0,0,3,0,0,0,0,0
"hsa-miR-4444",4,0,0,1,5,0,0,8,7,1,0,1,0,0,0,0,12,4,0,0,2,0
"hsa-miR-4445-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4446-5p",0,3,1,4,0,2,0,0,2,1,3,8,0,2,2,0,0,3,3,2,3,4
"hsa-miR-4447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4449",37,1,5,5,0,2,5,9,8,3,5,5,9,10,3,1,0,5,1,8,2,2
"hsa-miR-4450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4453",0,1,4,1,0,0,1,2,0,6,2,1,1,0,1,0,0,1,0,0,0,0
"hsa-miR-4454",0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,1,0,0,2,0
"hsa-miR-4455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4461",7,1,0,4,1,0,0,3,4,7,4,40,1,3,0,0,0,3,0,1,4,0
"hsa-miR-4462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4466",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0
"hsa-miR-4467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4469",1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
"hsa-miR-4470",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4473",128,3,0,1,6,2,1,3,3,2,2,2,0,0,1,0,3,6,2,2,2,0
"hsa-miR-4474-5p",8,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0
"hsa-miR-4475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4477a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4477b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4479",0,0,4,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,2,1,1
"hsa-miR-448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4480",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4482-5p",8,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-4483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4484",0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0
"hsa-miR-4485-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4488",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-4489",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4491",0,8,1,1,0,0,0,1,0,7,0,1,0,0,0,0,1,0,0,1,0,1
"hsa-miR-4492",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4494",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0
"hsa-miR-4495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4498",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-449a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"hsa-miR-449b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-449c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4505",0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"hsa-miR-4506",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-4507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-450a-5p",36,26,0,22,7,0,0,3,35,40,0,20,0,0,0,0,9,89,0,2,10,0
"hsa-miR-450b-5p",35,29,0,22,12,0,0,18,77,29,0,25,0,0,0,0,26,131,0,0,18,0
"hsa-miR-4510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4511",2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4512",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"hsa-miR-4513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4515",1,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0
"hsa-miR-4516",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4517",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4519",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
"hsa-miR-451a",14161,1042,42,391,68,25,15,316,507,9204,23,794,93,36,90,43,209,7493,10,70,577,28
"hsa-miR-451b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-452-5p",201,258,6,510,44,1,4,1304,440,588,6,281,6,1,10,3,115,889,2,1,230,1
"hsa-miR-4520-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4521",5,2,1,1,1,1,2,0,2,1,0,1,4,5,0,3,1,8,7,2,4,0
"hsa-miR-4522",0,2,0,0,2,0,1,1,0,0,0,0,4,0,1,0,0,1,0,0,1,0
"hsa-miR-4523",1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,1,2
"hsa-miR-4524a-5p",0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0
"hsa-miR-4524b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4525",3,1,2,0,0,0,0,1,2,1,0,1,0,3,0,0,0,0,2,0,2,1
"hsa-miR-4526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-4527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4529-5p",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4530",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4532",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4533",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"hsa-miR-4534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4536-5p",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
"hsa-miR-4537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-454-5p",76,19,0,20,9,0,0,33,37,82,0,38,1,0,0,0,10,72,0,0,24,0
"hsa-miR-4540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-455-5p",3311,465,504,371,507,289,474,495,382,886,428,513,573,436,486,336,569,974,503,719,845,373
"hsa-miR-4632-5p",0,1,6,1,0,0,3,0,0,3,2,1,4,2,2,2,0,0,1,2,0,1
"hsa-miR-4633-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4634",0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0
"hsa-miR-4635",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4636",5,1,1,1,4,1,1,0,6,5,1,0,0,3,2,0,0,7,0,1,0,0
"hsa-miR-4637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4638-5p",10,1,0,4,0,4,2,5,4,1,4,6,2,0,5,3,2,2,1,1,3,0
"hsa-miR-4639-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4640-5p",2,1,1,0,0,0,0,0,2,1,3,0,3,0,1,0,0,1,2,0,0,0
"hsa-miR-4641",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4645-5p",1,1,0,0,1,0,0,4,0,0,0,2,0,0,1,0,0,3,0,0,1,0
"hsa-miR-4646-5p",4,0,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0
"hsa-miR-4647",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4648",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-4649-5p",0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4650-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4651",0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"hsa-miR-4652-5p",47,0,0,0,0,0,0,38,29,2,0,0,1,3,0,0,0,5,0,0,0,0
"hsa-miR-4653-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"hsa-miR-4654",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4655-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4657",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4658",1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4659a-5p",2,0,0,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0
"hsa-miR-4659b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-466",9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4660",3,1,1,7,0,0,0,2,1,2,4,0,1,1,2,2,1,2,0,2,1,1
"hsa-miR-4661-5p",44,19,7,4,2,2,10,51,58,22,15,3,1,3,10,4,3,19,3,3,5,1
"hsa-miR-4662a-5p",15,37,0,237,8,0,3,58,19,281,0,14,1,3,1,0,6,81,0,0,71,1
"hsa-miR-4662b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4664-5p",12,4,1,16,0,0,0,6,1,7,2,3,1,4,4,1,1,3,1,0,3,0
"hsa-miR-4665-5p",6,0,1,1,1,2,0,0,0,0,2,1,1,1,1,0,0,1,4,2,1,1
"hsa-miR-4666a-5p",0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4666b",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4667-5p",1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0
"hsa-miR-4668-5p",27,3,0,1,9,0,0,3,5,11,0,9,0,0,0,0,1,24,0,0,22,0
"hsa-miR-4669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4670-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4671-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"hsa-miR-4673",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4674",2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"hsa-miR-4675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4676-5p",9,7,7,9,0,5,8,2,3,5,12,3,5,3,6,7,0,1,3,6,0,0
"hsa-miR-4677-5p",76,16,0,39,7,1,0,24,12,36,0,74,0,0,2,0,9,45,1,0,24,0
"hsa-miR-4678",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4680-5p",1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"hsa-miR-4681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-4683",0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,2
"hsa-miR-4684-5p",11,1,0,3,1,0,0,1,6,0,2,4,0,1,0,0,1,1,0,0,1,0
"hsa-miR-4685-5p",4,1,2,0,0,1,1,1,2,1,2,0,5,3,1,2,1,1,5,3,1,2
"hsa-miR-4686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4687-5p",3,0,1,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,1,0,0,0
"hsa-miR-4688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4689",0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4690-5p",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-4691-5p",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-4692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4693-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4694-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4695-5p",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4697-5p",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4699-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4700-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0
"hsa-miR-4701-5p",3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0
"hsa-miR-4703-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4704-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4707-5p",3,0,6,0,0,1,0,0,0,4,1,0,6,0,0,0,0,1,4,1,1,1
"hsa-miR-4708-5p",1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,0,1,0,0
"hsa-miR-4709-5p",1,0,0,1,0,0,0,1,0,4,0,4,0,0,0,0,0,4,0,0,0,0
"hsa-miR-4710",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-4712-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4713-5p",12,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0
"hsa-miR-4714-5p",0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0
"hsa-miR-4715-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4716-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-4717-5p",0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1
"hsa-miR-4718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4720-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4722-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4723-5p",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"hsa-miR-4724-5p",4,4,1,4,3,0,0,8,0,3,1,8,0,0,2,0,0,2,0,0,2,0
"hsa-miR-4725-5p",0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1
"hsa-miR-4726-5p",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"hsa-miR-4727-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4728-5p",12,2,9,4,0,4,11,2,4,6,24,2,27,22,10,6,0,11,11,15,1,13
"hsa-miR-4729",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4731-5p",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"hsa-miR-4732-5p",10,0,4,1,0,5,0,0,1,1,7,1,7,2,1,14,0,6,6,7,0,14
"hsa-miR-4733-5p",2,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,1,1,2
"hsa-miR-4734",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-4735-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4736",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-4737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4738-5p",1,2,0,0,0,0,0,0,0,2,3,0,3,0,2,0,1,2,1,1,0,0
"hsa-miR-4739",0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4740-5p",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"hsa-miR-4741",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,2
"hsa-miR-4742-5p",11,2,3,2,0,0,0,1,0,3,2,3,1,1,0,2,1,3,0,1,1,2
"hsa-miR-4743-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
"hsa-miR-4744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4745-5p",8,0,2,1,0,0,1,0,1,0,2,0,0,0,2,0,0,1,1,2,0,0
"hsa-miR-4746-5p",10,25,10,71,4,6,3,24,22,17,25,20,15,10,34,6,8,18,4,6,1,4
"hsa-miR-4747-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4749-5p",0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,1,0,2,0,0
"hsa-miR-4750-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-4751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4752",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4753-5p",0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0
